X1_sexo,X2_zona,X3_ciclo,X4_ingreso_familiar,X5_trabaja,X6_beca,X7_educ_jefe,X8_tam_familiar,X9_asistencia,X10_cursos_desaprobados,X11_promedio_final
Femenino,Rural,3,1861.69,No,No,Secundaria,1,83.5,2,13.18
Masculino,Rural,4,481.24,Sí,Sí,Sin educación,5,73.8,1,13.18
Masculino,Rural,4,573.77,Sí,No,Superior técnica,8,72.4,1,13.18
Masculino,Rural,10,2451.88,No,No,Superior universitaria,7,92.8,1,13.18
Masculino,Urbana,5,1710.08,No,No,Primaria,3,83.3,2,13.18
Femenino,Rural,3,1418.98,No,No,Superior técnica,6,79.8,3,13.18
Femenino,Rural,8,1222.66,No,No,Secundaria,2,81.1,1,13.18
Femenino,Urbana,1,1430.24,No,No,Primaria,2,83.2,2,13.18
Masculino,Rural,4,3278.28,No,No,Secundaria,3,89.9,2,13.18
Masculino,Urbana,1,1405.21,No,No,Primaria,3,98.5,3,13.18
Femenino,Rural,6,514.64,Sí,Sí,Secundaria,7,71.3,1,13.18
Femenino,Rural,5,1038.14,Sí,Sí,Primaria,7,78.0,1,13.18
Masculino,Rural,3,713.27,Sí,No,Sin educación,2,78.9,0,13.18
Femenino,Rural,9,530.68,Sí,Sí,Sin educación,5,85.4,3,13.18
Masculino,Rural,4,1134.45,No,No,Primaria,9,94.9,1,13.18
Femenino,Rural,9,2059.31,Sí,No,Secundaria,6,86.0,0,13.18
Masculino,Rural,3,3759.59,No,No,Secundaria,5,86.8,1,13.18
Femenino,Rural,6,1374.68,Sí,No,Secundaria,9,76.3,0,13.18
Masculino,Urbana,5,977.88,No,No,Primaria,2,85.1,2,13.18
Masculino,Urbana,10,2384.63,Sí,No,Superior técnica,3,71.1,2,13.18
Femenino,Rural,8,2018.05,No,No,Sin educación,5,83.3,1,13.18
Femenino,Urbana,7,3049.9,Sí,No,Superior técnica,6,79.2,0,13.18
Masculino,Urbana,5,1510.01,Sí,No,Secundaria,1,74.9,1,13.18
Femenino,Rural,3,2346.37,No,No,Secundaria,8,81.7,0,13.18
Femenino,Rural,4,1239.78,Sí,Sí,Primaria,12,69.8,3,13.18
Masculino,Rural,4,1526.46,No,No,Superior técnica,4,76.5,3,13.18
Masculino,Rural,8,585.08,Sí,Sí,Primaria,4,70.9,2,13.18
Masculino,Urbana,10,3722.62,No,No,Secundaria,5,88.5,2,13.18
Masculino,Rural,1,1060.75,Sí,No,Secundaria,4,87.6,2,13.18
Femenino,Rural,10,739.19,No,No,Secundaria,11,73.0,3,13.18
Masculino,Rural,2,302.26,Sí,Sí,Primaria,1,82.7,0,13.18
Masculino,Rural,3,942.61,No,Sí,Primaria,7,79.0,0,13.18
Masculino,Rural,9,884.92,Sí,Sí,Primaria,6,66.2,1,13.18
Femenino,Rural,4,1178.14,No,No,Sin educación,8,82.3,1,13.18
Masculino,Urbana,1,2049.99,Sí,No,Secundaria,2,79.2,2,13.18
Femenino,Urbana,10,1838.36,No,Sí,Primaria,5,86.9,2,13.18
Masculino,Rural,2,954.84,Sí,No,Secundaria,7,75.6,2,13.18
Masculino,Urbana,3,3797.22,No,No,Secundaria,2,77.0,2,13.18
Femenino,Rural,2,1095.08,No,No,Secundaria,4,77.7,1,13.18
Masculino,Urbana,8,1991.69,Sí,No,Secundaria,6,69.6,2,13.18
Femenino,Rural,3,833.89,No,No,Superior técnica,7,87.2,2,13.18
Femenino,Urbana,7,2962.93,No,No,Superior universitaria,4,79.6,1,13.18
Femenino,Rural,5,2529.3,Sí,No,Superior universitaria,5,67.3,1,13.18
Femenino,Urbana,6,2162.5,No,No,Primaria,6,95.6,0,13.18
Femenino,Urbana,4,2204.83,No,No,Primaria,3,79.9,0,13.18
Masculino,Urbana,9,3219.4,No,No,Primaria,7,88.8,1,13.18
Masculino,Urbana,9,1843.59,No,No,Sin educación,8,82.5,1,13.18
Masculino,Urbana,6,2603.07,Sí,No,Superior técnica,1,70.8,1,13.18
Femenino,Rural,7,383.74,No,Sí,Sin educación,1,77.9,0,13.18
Femenino,Urbana,2,1614.97,Sí,No,Secundaria,1,84.2,0,13.18
Femenino,Urbana,2,3959.27,No,No,Superior técnica,5,87.6,3,13.18
Masculino,Urbana,5,4053.09,No,No,Primaria,4,87.8,2,13.17
Femenino,Urbana,6,1671.3,Sí,No,Secundaria,8,73.8,1,13.17
Masculino,Rural,4,749.31,No,Sí,Sin educación,3,78.5,1,13.17
Masculino,Rural,6,424.16,No,No,Primaria,6,90.2,1,13.17
Masculino,Urbana,1,2213.67,No,No,Superior universitaria,3,98.9,4,13.17
Femenino,Urbana,2,3008.36,No,No,Primaria,6,83.9,0,13.17
Femenino,Urbana,3,1819.5,No,No,Primaria,1,99.1,3,13.17
Masculino,Rural,2,1063.94,No,No,Secundaria,7,85.1,1,13.17
Masculino,Urbana,2,1484.02,No,No,Secundaria,6,89.9,3,13.17
Femenino,Rural,5,2190.55,No,No,Secundaria,5,81.5,1,13.17
Masculino,Rural,3,3203.92,No,Sí,Primaria,7,91.1,1,13.17
Masculino,Urbana,5,979.39,No,Sí,Sin educación,3,97.3,0,13.17
Femenino,Rural,9,1641.5,No,No,Primaria,3,75.6,1,13.17
Femenino,Rural,8,893.06,No,No,Secundaria,4,81.8,1,13.17
Femenino,Rural,8,4464.47,Sí,Sí,Primaria,7,65.6,1,13.17
Masculino,Urbana,3,2496.28,No,No,Primaria,2,80.5,1,13.17
Masculino,Rural,3,556.81,Sí,No,Secundaria,5,76.2,3,13.17
Femenino,Rural,3,1185.74,Sí,Sí,Superior técnica,6,78.2,2,13.17
Femenino,Rural,2,569.22,No,Sí,Sin educación,5,89.8,1,13.17
Masculino,Rural,9,532.99,Sí,No,Sin educación,3,73.5,1,13.17
Masculino,Rural,5,1613.23,Sí,Sí,Secundaria,6,74.0,1,13.17
Femenino,Rural,5,619.02,No,No,Sin educación,11,91.3,2,13.17
Masculino,Rural,3,743.01,Sí,No,Sin educación,7,70.4,1,13.17
Femenino,Rural,10,815.84,Sí,Sí,Sin educación,9,76.1,1,13.17
Femenino,Rural,2,939.91,Sí,No,Superior universitaria,2,75.3,2,13.17
Masculino,Rural,1,1364.25,Sí,Sí,Secundaria,2,77.4,2,13.17
Femenino,Rural,2,549.89,Sí,No,Primaria,10,76.8,1,13.17
Masculino,Rural,2,428.99,No,No,Secundaria,6,87.0,3,13.17
Femenino,Rural,4,396.11,Sí,Sí,Primaria,3,76.6,2,13.17
Masculino,Rural,8,790.55,Sí,Sí,Secundaria,5,82.0,1,13.17
Femenino,Urbana,1,3788.95,Sí,No,Superior universitaria,2,83.3,2,13.17
Femenino,Rural,1,650.75,No,No,Primaria,9,88.1,0,13.17
Masculino,Rural,2,250.65,No,Sí,Secundaria,3,88.9,2,13.17
Femenino,Urbana,2,2197.23,No,No,Secundaria,3,80.8,2,13.17
Femenino,Urbana,8,2203.11,No,No,Primaria,2,92.6,1,13.17
Femenino,Rural,1,978.48,Sí,No,Secundaria,5,80.0,1,13.17
Femenino,Urbana,3,2205.71,No,No,Primaria,3,81.6,1,13.17
Femenino,Urbana,1,1334.43,No,No,Secundaria,6,82.4,4,13.17
Femenino,Rural,6,1184.5,Sí,No,Primaria,7,77.1,2,13.17
Femenino,Urbana,5,2222.48,No,No,Secundaria,7,83.6,1,13.17
Masculino,Urbana,8,1920.23,Sí,No,Superior técnica,9,76.4,1,13.17
Masculino,Urbana,7,5849.54,No,No,Superior técnica,4,86.5,1,13.16
Masculino,Rural,5,1298.26,No,No,Secundaria,8,80.8,0,13.16
Masculino,Urbana,7,1644.42,Sí,No,Superior técnica,4,65.1,0,13.16
Masculino,Rural,4,1317.61,No,No,Secundaria,4,89.7,1,13.16
Femenino,Rural,6,1301.84,Sí,Sí,Superior universitaria,8,81.6,2,13.16
Femenino,Urbana,1,2952.3,No,Sí,Primaria,2,87.9,3,13.16
Femenino,Rural,7,585.78,Sí,No,Primaria,6,77.3,1,13.16
Masculino,Rural,3,1026.86,No,No,Secundaria,5,80.4,2,13.16
Masculino,Rural,5,953.57,No,No,Secundaria,4,86.7,3,13.16
Femenino,Rural,2,1439.53,Sí,No,Superior universitaria,7,79.4,2,13.16
Masculino,Urbana,2,722.19,Sí,No,Superior universitaria,4,78.4,3,13.16
Masculino,Urbana,3,1037.59,No,No,Secundaria,4,97.0,2,13.16
Masculino,Urbana,6,3611.69,No,No,Secundaria,2,76.7,2,13.16
Masculino,Urbana,10,4653.07,Sí,No,Superior técnica,3,85.2,1,13.16
Masculino,Rural,5,1697.85,No,No,Primaria,8,84.3,1,13.16
Masculino,Urbana,5,2030.35,Sí,No,Secundaria,8,75.3,3,13.16
Masculino,Urbana,3,2460.24,Sí,No,Superior universitaria,6,73.2,2,13.16
Masculino,Rural,2,1213.97,Sí,No,Superior técnica,2,80.4,3,13.16
Masculino,Rural,9,739.07,Sí,No,Superior técnica,4,69.5,2,13.16
Femenino,Rural,3,3189.6,No,No,Primaria,8,85.2,1,13.16
Masculino,Rural,8,1416.17,Sí,Sí,Primaria,7,74.4,1,13.16
Masculino,Rural,9,405.17,Sí,No,Superior técnica,5,68.2,3,13.16
Femenino,Rural,1,1007.76,Sí,No,Superior universitaria,10,76.3,5,13.16
Masculino,Rural,3,1161.87,Sí,No,Superior técnica,4,61.4,2,13.16
Masculino,Urbana,5,970.98,No,No,Secundaria,3,79.3,2,13.16
Femenino,Rural,4,1541.08,No,No,Secundaria,6,87.4,2,13.16
Masculino,Urbana,3,2616.98,No,No,Secundaria,8,86.1,1,13.16
Femenino,Urbana,6,1212.3,No,No,Superior técnica,3,83.4,2,13.16
Femenino,Rural,8,660.77,Sí,Sí,Sin educación,2,78.0,2,13.16
Femenino,Rural,4,809.4,No,Sí,Sin educación,3,91.4,1,13.16
Masculino,Rural,2,1964.92,Sí,No,Secundaria,8,75.5,1,13.16
Masculino,Rural,1,2102.3,Sí,No,Superior universitaria,4,71.1,2,13.16
Femenino,Rural,6,666.38,Sí,Sí,Primaria,5,70.4,2,13.16
Femenino,Rural,4,488.91,Sí,Sí,Primaria,4,82.2,1,13.16
Masculino,Rural,3,1403.67,No,Sí,Primaria,7,83.7,0,13.16
Masculino,Rural,9,766.84,Sí,No,Primaria,5,80.2,0,13.16
Femenino,Rural,2,1654.33,No,No,Secundaria,7,84.2,2,13.16
Femenino,Urbana,3,6292.96,No,No,Secundaria,4,92.5,4,13.16
Masculino,Rural,6,344.82,Sí,No,Secundaria,2,70.5,1,13.16
Masculino,Rural,6,486.81,No,No,Primaria,9,76.1,2,13.15
Femenino,Urbana,8,2584.62,Sí,No,Superior universitaria,6,75.1,1,13.15
Femenino,Urbana,8,1542.99,Sí,No,Secundaria,5,76.7,1,13.15
Femenino,Rural,1,877.82,Sí,No,Secundaria,6,77.0,2,13.15
Masculino,Rural,1,917.97,No,Sí,Secundaria,10,82.3,2,13.15
Femenino,Rural,2,1685.73,No,No,Primaria,4,82.4,2,13.15
Femenino,Urbana,8,2547.46,Sí,No,Superior técnica,9,81.5,1,13.15
Femenino,Rural,4,1553.3,Sí,No,Primaria,3,75.6,2,13.15
Masculino,Rural,2,1096.46,No,No,Superior técnica,5,90.2,2,13.15
Masculino,Rural,1,3024.79,No,No,Primaria,1,75.5,0,13.15
Masculino,Urbana,7,4301.13,No,No,Superior técnica,6,85.0,2,13.15
Femenino,Urbana,1,2357.62,No,No,Secundaria,8,90.3,2,13.15
Femenino,Rural,5,1798.67,Sí,No,Primaria,4,70.8,0,13.15
Femenino,Urbana,2,2512.52,No,No,Primaria,4,97.3,2,13.15
Femenino,Urbana,4,2261.87,No,No,Primaria,2,84.6,2,13.15
Femenino,Rural,3,632.21,Sí,No,Superior técnica,7,71.8,0,13.15
Femenino,Rural,8,528.76,No,Sí,Secundaria,5,94.5,1,13.15
Femenino,Rural,4,1070.32,No,No,Primaria,5,82.0,3,13.15
Femenino,Rural,2,659.16,Sí,No,Secundaria,10,82.6,1,13.15
Femenino,Urbana,2,1616.17,No,No,Sin educación,3,83.3,0,13.15
Masculino,Urbana,7,4566.57,No,No,Secundaria,6,79.5,1,13.15
Femenino,Urbana,3,934.34,No,No,Primaria,3,94.1,2,13.15
Femenino,Urbana,8,1335.18,Sí,No,Secundaria,3,69.6,1,13.15
Masculino,Rural,4,515.47,Sí,No,Secundaria,3,78.1,0,13.15
Masculino,Rural,4,1680.02,Sí,Sí,Secundaria,1,74.4,2,13.15
Femenino,Rural,10,945.79,Sí,No,Superior técnica,5,73.3,1,13.15
Masculino,Rural,6,313.27,Sí,No,Primaria,6,70.9,1,13.15
Masculino,Rural,6,998.24,No,Sí,Primaria,7,87.3,0,13.15
Masculino,Rural,8,457.91,No,No,Sin educación,5,86.7,2,13.15
Masculino,Rural,8,548.13,No,No,Secundaria,6,82.0,2,13.15
Masculino,Rural,4,1453.74,No,No,Sin educación,8,86.9,0,13.15
Masculino,Urbana,6,1301.27,No,No,Secundaria,9,89.2,3,13.15
Femenino,Urbana,9,1511.01,No,No,Primaria,2,86.2,0,13.15
Femenino,Rural,4,521.91,Sí,Sí,Primaria,9,86.0,1,13.15
Femenino,Rural,2,292.65,Sí,Sí,Primaria,6,71.7,3,13.15
Femenino,Rural,2,665.47,No,No,Superior técnica,4,92.3,2,13.15
Masculino,Urbana,9,1439.77,No,No,Sin educación,10,86.7,1,13.15
Femenino,Rural,6,1201.25,Sí,No,Superior técnica,7,69.1,1,13.15
Masculino,Urbana,5,2212.32,No,No,Superior técnica,8,83.5,2,13.15
Masculino,Rural,5,689.42,Sí,No,Superior técnica,13,66.8,2,13.15
Femenino,Rural,4,948.95,No,No,Primaria,2,83.9,1,13.15
Masculino,Rural,9,1126.05,No,No,Sin educación,7,81.5,1,13.14
Masculino,Rural,1,975.5,Sí,No,Superior técnica,6,82.7,3,13.14
Masculino,Rural,6,474.54,Sí,Sí,Superior técnica,5,83.3,1,13.14
Masculino,Rural,5,841.65,No,No,Secundaria,11,84.8,2,13.14
Femenino,Urbana,10,1964.05,Sí,No,Superior técnica,6,72.4,1,13.14
Masculino,Rural,6,991.78,No,No,Sin educación,6,84.1,2,13.14
Femenino,Rural,9,1251.4,Sí,No,Primaria,8,73.9,0,13.14
Masculino,Rural,8,786.71,No,No,Primaria,5,89.1,3,13.14
Masculino,Rural,2,1168.8,No,No,Secundaria,6,93.8,2,13.14
Femenino,Urbana,10,1674.52,No,No,Primaria,4,86.5,0,13.14
Masculino,Rural,5,991.3,Sí,No,Superior técnica,3,76.0,1,13.14
Femenino,Urbana,3,2105.92,No,No,Primaria,5,77.1,0,13.14
Femenino,Rural,5,562.2,No,No,Superior técnica,6,87.2,2,13.14
Masculino,Rural,7,577.53,Sí,No,Superior universitaria,7,79.9,1,13.14
Femenino,Rural,4,1455.91,Sí,No,Secundaria,1,72.7,1,13.14
Masculino,Rural,6,756.18,No,No,Superior técnica,9,85.9,3,13.14
Femenino,Rural,1,863.09,Sí,Sí,Secundaria,9,81.4,2,13.14
Femenino,Rural,6,549.32,No,Sí,Sin educación,6,80.4,2,13.14
Femenino,Urbana,1,4086.86,No,No,Primaria,5,86.6,1,13.14
Femenino,Urbana,2,1744.2,No,No,Primaria,2,93.8,1,13.14
Femenino,Rural,6,727.85,No,Sí,Primaria,8,82.9,2,13.14
Masculino,Rural,1,706.79,No,No,Secundaria,6,91.7,1,13.14
Femenino,Rural,5,618.94,No,Sí,Primaria,4,83.1,1,13.14
Masculino,Rural,2,528.0,No,Sí,Primaria,13,97.3,2,13.14
Femenino,Rural,3,647.86,Sí,No,Secundaria,4,78.9,1,13.14
Femenino,Rural,9,2003.67,No,No,Primaria,8,87.3,2,13.14
Masculino,Urbana,2,4195.91,No,No,Superior técnica,5,88.7,3,13.14
Masculino,Urbana,8,2973.69,No,No,Superior universitaria,6,79.5,2,13.14
Femenino,Urbana,1,1104.19,Sí,No,Superior técnica,7,81.4,1,13.14
Masculino,Rural,4,1057.51,Sí,Sí,Primaria,5,74.8,0,13.14
Masculino,Rural,3,803.23,No,No,Secundaria,6,78.9,1,13.14
Femenino,Urbana,1,2878.79,No,No,Primaria,3,84.4,2,13.14
Masculino,Rural,7,2074.66,No,No,Primaria,5,94.0,1,13.13
Masculino,Rural,4,951.38,Sí,Sí,Secundaria,3,76.1,0,13.13
Femenino,Rural,4,974.29,No,No,Sin educación,6,82.4,1,13.13
Masculino,Rural,9,781.43,No,No,Secundaria,6,83.4,1,13.13
Femenino,Urbana,2,2141.81,No,No,Superior universitaria,5,88.8,2,13.13
Masculino,Rural,4,1516.58,No,No,Primaria,2,80.8,1,13.13
Femenino,Rural,4,2725.89,No,No,Superior universitaria,6,83.7,2,13.13
Masculino,Rural,1,729.05,No,Sí,Primaria,6,86.5,1,13.13
Masculino,Urbana,1,1724.59,No,No,Primaria,6,84.7,4,13.13
Masculino,Rural,2,867.56,No,No,Sin educación,6,90.6,1,13.13
Masculino,Urbana,2,1588.1,No,No,Primaria,5,88.7,2,13.13
Femenino,Rural,2,3242.97,No,No,Secundaria,7,92.4,2,13.13
Masculino,Urbana,3,2115.63,No,Sí,Primaria,5,86.9,1,13.13
Femenino,Rural,5,704.39,Sí,Sí,Primaria,6,82.3,2,13.13
Femenino,Urbana,1,1735.32,No,No,Superior universitaria,3,93.2,2,13.13
Masculino,Rural,4,1042.59,Sí,No,Secundaria,2,72.9,1,13.13
Masculino,Urbana,8,3040.43,Sí,No,Secundaria,4,75.7,0,13.13
Femenino,Rural,4,964.68,No,No,Sin educación,3,90.7,2,13.13
Femenino,Rural,1,462.62,No,Sí,Primaria,5,89.7,2,13.13
Femenino,Urbana,3,2055.56,No,No,Sin educación,5,78.6,1,13.13
Masculino,Rural,3,1349.72,No,No,Primaria,4,79.8,0,13.13
Femenino,Urbana,4,1747.86,No,No,Secundaria,4,85.8,2,13.13
Masculino,Rural,3,451.64,Sí,No,Sin educación,7,77.5,1,13.13
Femenino,Urbana,6,2094.73,Sí,No,Primaria,3,77.2,3,13.13
Femenino,Rural,5,665.41,Sí,Sí,Primaria,5,71.5,1,13.13
Masculino,Rural,4,1520.74,Sí,Sí,Primaria,7,81.0,4,13.13
Femenino,Rural,5,443.48,Sí,No,Superior técnica,4,74.2,2,13.13
Femenino,Rural,5,2174.11,No,No,Secundaria,3,88.6,2,13.13
Masculino,Rural,4,1477.92,No,No,Secundaria,9,85.1,1,13.13
Masculino,Rural,9,407.02,Sí,No,Superior universitaria,3,75.4,1,13.13
Femenino,Urbana,2,738.1,No,No,Primaria,4,87.9,2,13.13
Masculino,Rural,3,759.4,No,Sí,Sin educación,4,75.8,1,13.13
Masculino,Rural,2,2498.7,Sí,No,Secundaria,5,81.5,1,13.13
Femenino,Rural,4,1223.69,Sí,Sí,Sin educación,1,75.5,0,13.13
Masculino,Urbana,2,2060.63,No,No,Superior técnica,4,94.3,1,13.13
Masculino,Rural,2,2037.35,No,No,Primaria,3,87.2,3,13.13
Femenino,Rural,10,578.53,No,No,Primaria,11,90.4,3,13.13
Femenino,Rural,5,2894.86,No,No,Primaria,5,85.1,2,13.13
Femenino,Rural,1,920.9,Sí,Sí,Secundaria,5,75.5,1,13.13
Femenino,Urbana,10,1339.02,No,No,Secundaria,4,88.9,1,13.13
Femenino,Rural,7,1378.68,No,No,Superior técnica,4,81.4,2,13.13
Femenino,Urbana,3,2626.54,No,No,Secundaria,5,73.8,2,13.13
Masculino,Rural,5,1886.31,Sí,No,Superior universitaria,8,75.8,2,13.13
Masculino,Rural,3,547.63,Sí,No,Superior técnica,6,79.4,1,13.13
Femenino,Urbana,1,4278.07,No,No,Primaria,7,90.5,1,13.12
Femenino,Rural,2,920.12,No,No,Sin educación,4,91.6,2,13.12
Masculino,Rural,2,1045.36,No,No,Sin educación,11,91.4,1,13.12
Masculino,Urbana,2,800.55,No,No,Secundaria,4,83.9,1,13.12
Masculino,Rural,6,469.69,No,Sí,Sin educación,6,96.9,2,13.12
Femenino,Rural,3,494.34,Sí,Sí,Superior universitaria,5,72.8,3,13.12
Femenino,Rural,10,649.17,No,No,Secundaria,2,80.0,1,13.12
Femenino,Urbana,6,2543.38,No,No,Secundaria,2,82.5,1,13.12
Femenino,Rural,6,980.27,No,Sí,Sin educación,9,79.7,1,13.12
Masculino,Urbana,4,2568.67,No,No,Superior técnica,2,89.5,2,13.12
Masculino,Rural,10,2534.68,No,No,Primaria,8,90.9,1,13.12
Femenino,Rural,4,840.59,Sí,No,Superior universitaria,8,77.6,1,13.12
Masculino,Rural,1,1202.99,Sí,Sí,Primaria,9,82.2,2,13.12
Femenino,Urbana,9,2719.93,No,No,Secundaria,6,88.0,1,13.12
Masculino,Urbana,2,3164.13,Sí,No,Superior técnica,3,79.1,1,13.12
Femenino,Rural,9,1266.16,No,No,Primaria,4,89.1,3,13.12
Femenino,Urbana,6,1883.39,Sí,No,Superior universitaria,3,72.5,2,13.12
Femenino,Rural,5,738.5,No,No,Primaria,4,81.0,2,13.12
Femenino,Rural,3,2177.53,Sí,No,Secundaria,4,78.1,1,13.12
Masculino,Rural,5,921.04,No,No,Primaria,8,83.0,1,13.12
Femenino,Rural,9,2324.56,No,Sí,Primaria,6,88.8,1,13.12
Femenino,Urbana,4,1892.85,No,No,Sin educación,3,81.9,1,13.12
Masculino,Rural,2,2717.63,No,Sí,Primaria,7,93.3,2,13.12
Masculino,Urbana,2,1666.61,Sí,No,Superior técnica,8,75.9,2,13.12
Masculino,Rural,5,949.03,No,Sí,Primaria,2,78.7,1,13.12
Masculino,Rural,10,1375.73,Sí,No,Primaria,3,80.0,1,13.12
Masculino,Urbana,2,1083.07,Sí,Sí,Primaria,6,79.7,1,13.12
Masculino,Rural,3,802.91,No,No,Secundaria,6,89.6,1,13.12
Femenino,Rural,4,1969.76,No,No,Primaria,5,90.8,0,13.12
Femenino,Rural,1,467.35,Sí,Sí,Sin educación,9,82.5,1,13.12
Masculino,Rural,4,600.67,Sí,No,Primaria,5,78.5,1,13.12
Masculino,Rural,7,1348.06,No,No,Secundaria,6,84.7,1,13.12
Femenino,Rural,1,705.73,Sí,Sí,Sin educación,2,84.8,2,13.12
Femenino,Rural,7,1579.0,No,No,Secundaria,4,77.9,1,13.12
Masculino,Rural,1,303.55,Sí,No,Primaria,1,88.8,3,13.12
Masculino,Rural,3,494.08,No,Sí,Primaria,5,88.5,0,13.12
Femenino,Rural,8,296.47,Sí,No,Primaria,5,74.6,0,13.12
Femenino,Urbana,6,2469.6,No,No,Primaria,11,83.0,2,13.12
Masculino,Rural,8,1689.57,Sí,Sí,Secundaria,7,81.3,1,13.12
Femenino,Urbana,8,1147.57,No,No,Secundaria,4,86.2,0,13.12
Masculino,Rural,7,747.95,Sí,No,Secundaria,7,74.4,2,13.12
Femenino,Rural,1,699.64,No,No,Secundaria,8,91.6,2,13.12
Masculino,Rural,5,1431.53,No,No,Primaria,7,77.0,2,13.11
Femenino,Rural,5,1386.73,No,No,Secundaria,3,88.8,2,13.11
Masculino,Urbana,9,715.33,Sí,No,Primaria,5,84.3,1,13.11
Masculino,Rural,4,2325.83,No,No,Primaria,9,90.2,1,13.11
Femenino,Rural,3,1050.95,Sí,No,Secundaria,7,76.7,1,13.11
Femenino,Rural,4,776.94,No,No,Primaria,6,83.7,1,13.11
Masculino,Urbana,8,2157.14,No,No,Superior universitaria,3,78.5,3,13.11
Femenino,Urbana,5,2525.48,No,No,Secundaria,3,87.1,2,13.11
Masculino,Rural,10,2339.2,Sí,No,Sin educación,3,71.3,3,13.11
Femenino,Urbana,2,2419.64,No,No,Superior técnica,5,87.2,1,13.11
Masculino,Urbana,3,1186.84,No,No,Secundaria,5,89.2,2,13.11
Masculino,Rural,1,1787.45,No,No,Sin educación,5,87.0,3,13.11
Femenino,Urbana,6,2269.52,No,No,Secundaria,4,75.6,2,13.11
Femenino,Rural,7,1164.27,Sí,No,Superior técnica,5,66.4,1,13.11
Femenino,Urbana,1,3754.82,No,No,Secundaria,6,92.5,2,13.11
Femenino,Urbana,4,776.28,No,No,Secundaria,2,80.0,1,13.11
Masculino,Urbana,5,2978.15,No,Sí,Primaria,7,84.6,1,13.11
Femenino,Urbana,2,2339.41,No,No,Superior universitaria,1,81.8,3,13.11
Masculino,Rural,8,533.84,Sí,No,Secundaria,8,77.9,2,13.11
Femenino,Urbana,3,2298.7,No,No,Secundaria,5,83.3,1,13.11
Masculino,Rural,10,1017.07,No,No,Primaria,3,77.5,1,13.11
Femenino,Urbana,3,1341.54,No,No,Secundaria,7,86.7,2,13.11
Femenino,Rural,8,928.39,No,Sí,Primaria,3,83.7,1,13.11
Masculino,Urbana,8,4153.54,Sí,No,Superior técnica,4,67.9,3,13.11
Femenino,Urbana,1,2574.09,Sí,No,Superior universitaria,2,71.9,2,13.11
Masculino,Rural,1,1251.66,No,No,Primaria,5,85.3,2,13.11
Femenino,Rural,3,1121.34,Sí,No,Superior técnica,6,74.1,1,13.11
Masculino,Rural,8,1627.66,No,No,Primaria,7,83.6,1,13.11
Femenino,Rural,4,1327.91,No,No,Superior técnica,6,85.9,1,13.11
Masculino,Urbana,1,1434.01,Sí,No,Secundaria,1,74.6,0,13.11
Femenino,Urbana,4,1343.61,Sí,Sí,Superior universitaria,3,69.4,1,13.11
Femenino,Rural,4,587.93,Sí,Sí,Secundaria,2,84.5,1,13.11
Masculino,Rural,4,1203.97,Sí,No,Primaria,7,80.3,1,13.11
Masculino,Rural,6,1084.72,No,No,Secundaria,4,80.3,1,13.11
Masculino,Rural,3,1191.0,No,No,Primaria,7,78.4,1,13.11
Masculino,Rural,7,823.62,No,No,Secundaria,3,90.1,0,13.11
Masculino,Rural,3,1038.83,Sí,No,Sin educación,6,70.4,0,13.11
Femenino,Rural,5,1102.01,No,No,Superior universitaria,5,90.1,2,13.11
Masculino,Rural,5,1416.38,Sí,Sí,Secundaria,5,72.0,2,13.11
Masculino,Rural,2,848.93,No,No,Sin educación,2,82.0,2,13.11
Femenino,Rural,2,788.66,No,No,Superior técnica,4,82.1,2,13.11
Femenino,Urbana,4,1520.34,No,No,Sin educación,4,92.9,2,13.11
Masculino,Rural,3,453.77,Sí,Sí,Primaria,9,74.9,0,13.11
Masculino,Urbana,3,1380.59,No,No,Secundaria,4,90.9,1,13.1
Femenino,Rural,4,1210.96,Sí,No,Primaria,6,67.8,1,13.1
Masculino,Rural,1,1113.28,Sí,No,Secundaria,3,79.9,1,13.1
Femenino,Rural,3,855.01,Sí,No,Secundaria,9,73.8,1,13.1
Femenino,Rural,10,1786.56,Sí,No,Primaria,4,72.8,0,13.1
Masculino,Urbana,4,4725.15,Sí,No,Primaria,6,74.0,2,13.1
Femenino,Urbana,3,5442.44,No,No,Secundaria,4,86.7,2,13.1
Masculino,Rural,3,868.6,Sí,Sí,Primaria,7,72.0,1,13.1
Masculino,Rural,5,618.88,Sí,Sí,Secundaria,11,68.8,1,13.1
Masculino,Rural,9,1146.97,No,Sí,Primaria,3,87.0,2,13.1
Masculino,Rural,3,474.1,No,Sí,Sin educación,5,88.0,1,13.1
Masculino,Urbana,3,1608.09,No,No,Primaria,4,86.6,1,13.1
Masculino,Rural,9,986.33,Sí,No,Primaria,4,66.7,0,13.1
Masculino,Urbana,6,4259.48,No,No,Superior universitaria,3,79.5,2,13.1
Masculino,Rural,2,752.98,No,No,Secundaria,6,99.2,2,13.1
Masculino,Rural,1,705.33,No,Sí,Primaria,5,85.5,3,13.1
Femenino,Urbana,10,954.49,Sí,No,Superior técnica,2,77.2,2,13.1
Femenino,Urbana,10,4506.89,Sí,No,Superior técnica,5,73.1,3,13.1
Masculino,Rural,6,821.43,Sí,No,Superior técnica,3,74.3,1,13.1
Masculino,Urbana,10,1704.26,Sí,No,Secundaria,4,74.2,1,13.1
Femenino,Urbana,6,3162.72,No,No,Secundaria,2,86.4,2,13.1
